,taxid,phylum
75456,1986749,Pseudomonadati
75457,1986750,Pseudomonadati
75458,1986820,Pseudomonadati
75459,1986716,Pseudomonadati
75460,1986637,Pseudomonadati
75461,1986659,unclassified Bacteria
75462,1986829,Pseudomonadati
75463,1986765,Pseudomonadati
75464,573,Pseudomonadati
75465,573,Pseudomonadati
75466,573,Pseudomonadati
75471,1932698,unclassified Bacteria
75472,1932694,unclassified Bacteria
75473,1932695,unclassified Bacteria
75474,1932696,unclassified Bacteria
75475,1932697,unclassified Bacteria
75476,28152,Pseudomonadati
75477,1978120,Bacillati
75478,1978120,Bacillati
75479,1978120,Bacillati
75480,1978120,Bacillati
75481,1978120,Bacillati
75483,29484,Pseudomonadati
75484,573,Pseudomonadati
75485,573,Pseudomonadati
75486,171674,Pseudomonadati
75493,512012,Pseudomonadati
75498,2052484,Pseudomonadati
75499,2052484,Pseudomonadati
75508,1987502,Bacillati
75509,1972511,Pseudomonadati
75510,1503470,Bacillati
75511,1503470,Bacillati
75550,31998,Pseudomonadati
75551,1280,Bacillati
75555,549,Pseudomonadati
75556,87883,Pseudomonadati
75557,1990688,Pseudomonadati
75564,2016505,Bacillati
75565,2016499,Bacillati
75566,2016499,Bacillati
75567,670,Pseudomonadati
75568,1763509,Bacillati
75569,1972459,Pseudomonadati
75570,2004993,Pseudomonadati
75571,2004994,Pseudomonadati
75580,2015555,Pseudomonadati
75581,2015563,Pseudomonadati
75582,2015579,Pseudomonadati
75583,2015580,Pseudomonadati
75584,2015572,Pseudomonadati
75585,2015564,Pseudomonadati
75586,2015566,Pseudomonadati
75587,2015566,Pseudomonadati
75588,2015577,Pseudomonadati
75589,2015574,Pseudomonadati
75590,2015570,Pseudomonadati
75591,2015570,Pseudomonadati
75592,2015558,Pseudomonadati
75593,2015576,Pseudomonadati
75594,2015576,Pseudomonadati
75595,2015582,Pseudomonadati
75596,2015567,Pseudomonadati
75599,1917481,Pseudomonadati
75600,50710,Pseudomonadati
75601,1891311,Pseudomonadati
75602,1970383,Pseudomonadati
75603,527,Pseudomonadati
75604,1913989,Pseudomonadati
75605,1970375,Pseudomonadati
75606,1970542,Pseudomonadati
75607,1970532,Pseudomonadati
75608,1970485,Pseudomonadati
75609,1970487,Pseudomonadati
75610,1970300,Pseudomonadati
75611,1970518,Pseudomonadati
75612,1970515,Pseudomonadati
75613,1970554,Pseudomonadati
75614,1970554,Pseudomonadati
75615,1970403,Pseudomonadati
75616,1970586,Pseudomonadati
75617,1970319,Pseudomonadati
75618,1970389,Pseudomonadati
75619,1970324,Pseudomonadati
75620,1970517,Pseudomonadati
75621,1970324,Pseudomonadati
75622,1970430,Pseudomonadati
75623,1970502,Pseudomonadati
75624,1970315,Pseudomonadati
75625,1970325,Pseudomonadati
75626,155892,Pseudomonadati
75627,1970550,Pseudomonadati
75628,1970550,Pseudomonadati
75629,293,Pseudomonadati
75630,1970314,Pseudomonadati
75631,1970509,Pseudomonadati
75632,1970531,Pseudomonadati
75633,1970560,Pseudomonadati
75634,1970492,Pseudomonadati
75635,1970492,Pseudomonadati
75636,1970437,Pseudomonadati
75637,1970540,Bacillati
75638,74313,Pseudomonadati
75639,1970592,Pseudomonadati
75640,1970330,Pseudomonadati
75641,1970508,Pseudomonadati
75642,1970319,Pseudomonadati
75643,1970331,Pseudomonadati
75644,1970397,Pseudomonadati
75645,1970552,Pseudomonadati
75646,1970493,Pseudomonadati
75647,1970387,Pseudomonadati
75648,1970510,Pseudomonadati
75649,1970534,Pseudomonadati
75650,1970386,Pseudomonadati
75651,924,Pseudomonadati
75652,1970497,Pseudomonadati
75653,1970587,Pseudomonadati
75654,1970513,Pseudomonadati
75655,1970520,Pseudomonadati
75656,1970537,Pseudomonadati
75657,1970435,Pseudomonadati
75658,1970530,Pseudomonadati
75659,1970522,Pseudomonadati
75660,1970323,Pseudomonadati
75661,924,Pseudomonadati
75662,1913988,Pseudomonadati
75663,1970405,Pseudomonadati
75664,1970548,Pseudomonadati
75665,1891311,Pseudomonadati
75666,1970547,Pseudomonadati
75667,1970396,Pseudomonadati
75668,1970556,Pseudomonadati
75669,1970525,Pseudomonadati
75670,1970526,Pseudomonadati
75671,1970584,Pseudomonadati
75672,1970388,Pseudomonadati
75673,1970335,Pseudomonadati
75674,1970561,Pseudomonadati
75675,1970392,Pseudomonadati
75676,1970429,Pseudomonadati
75677,1970450,Pseudomonadati
75678,1970333,Bacillati
75679,1970612,Pseudomonadati
75680,1970379,Pseudomonadati
75682,2022489,Bacillati
75683,2015203,Bacillati
75684,2015203,Bacillati
75685,2015203,Bacillati
75686,1189304,Pseudomonadati
75692,548,Pseudomonadati
75693,562,Pseudomonadati
75694,1148,Bacillati
75699,361277,Bacillati
75700,1280,Bacillati
75701,1280,Bacillati
75702,2026304,Pseudomonadati
75704,29459,Pseudomonadati
75705,2015052,Bacillati
75706,2015052,Bacillati
75707,2024899,Bacillati
75708,2024899,Bacillati
75709,2032629,Pseudomonadati
75714,470934,Pseudomonadati
75715,1982332,Pseudomonadati
75719,1938860,Bacillati
75720,1975676,Pseudomonadati
75721,1920427,Pseudomonadati
75722,2032565,Pseudomonadati
75735,2032566,Pseudomonadati
75736,2032566,Pseudomonadati
75743,2026775,Pseudomonadati
75744,1871037,Pseudomonadati
75745,2030927,Pseudomonadati
75746,2030927,Pseudomonadati
75747,2026738,Pseudomonadati
75748,1909294,Pseudomonadati
75749,2030828,Pseudomonadati
75750,2026734,Bacillati
75751,1913989,Pseudomonadati
75752,1904441,Pseudomonadati
75753,2026807,Pseudomonadati
75754,1871037,Pseudomonadati
75755,2030829,Bacillati
75756,2030828,Pseudomonadati
75757,2030811,Bacteria incertae sedis
75758,1871037,Pseudomonadati
75759,2030800,Pseudomonadati
75760,1898112,Pseudomonadati
75761,1913988,Pseudomonadati
75762,56799,Pseudomonadati
75763,1913988,Pseudomonadati
75764,1913989,Pseudomonadati
75765,1913989,Pseudomonadati
75766,2030880,Pseudomonadati
75767,1904441,Pseudomonadati
75768,1913989,Pseudomonadati
75769,2030808,Pseudomonadati
75770,2030880,Pseudomonadati
75771,2030880,Pseudomonadati
75772,2030880,Pseudomonadati
75773,2021391,Pseudomonadati
75774,1913988,Pseudomonadati
75775,1913988,Pseudomonadati
75776,2026760,Pseudomonadati
75777,1913989,Pseudomonadati
75778,1898112,Pseudomonadati
75779,2026780,Pseudomonadati
75780,1898104,Pseudomonadati
75781,2026785,Pseudomonadati
75782,2026785,Pseudomonadati
75783,1898104,Pseudomonadati
75784,2021391,Pseudomonadati
75785,1909294,Pseudomonadati
75786,1871037,Pseudomonadati
75787,2026807,Pseudomonadati
75788,573,Pseudomonadati
75789,1986251,Pseudomonadati
75790,1986232,Pseudomonadati
75791,1986256,Pseudomonadati
75792,1986255,Pseudomonadati
75793,1986229,Pseudomonadati
75794,1986239,Pseudomonadati
75795,1986260,Pseudomonadati
75796,2007301,Pseudomonadati
75797,1986242,Pseudomonadati
75798,1913988,Pseudomonadati
75799,1986263,Bacillati
75800,1402,Bacillati
75801,1906605,Bacillati
75802,1407559,Bacillati
75803,1407559,Bacillati
75804,380,Pseudomonadati
75805,155322,Bacillati
75806,155322,Bacillati
75807,1428,Bacillati
75808,155322,Bacillati
75809,155322,Bacillati
75810,428125,Bacillati
75811,1396,Bacillati
75812,1396,Bacillati
75813,1396,Bacillati
75814,1428,Bacillati
75815,1404,Bacillati
75816,1396,Bacillati
75817,1396,Bacillati
75818,1396,Bacillati
75819,1396,Bacillati
75820,1428,Bacillati
75821,1396,Bacillati
75822,185243,Bacillati
75823,76022,Bacillati
75824,1761909,Pseudomonadati
75825,1945889,Bacillati
75831,1396,Bacillati
75832,1396,Bacillati
75833,1404,Bacillati
75834,1396,Bacillati
75835,1396,Bacillati
75836,1396,Bacillati
75837,1404,Bacillati
75838,1396,Bacillati
75839,1396,Bacillati
75840,1396,Bacillati
75841,1404,Bacillati
75842,1396,Bacillati
75843,1396,Bacillati
75844,1404,Bacillati
75845,2033508,Bacillati
75846,1428,Bacillati
75847,1428,Bacillati
75849,155322,Bacillati
75850,155322,Bacillati
75859,1428,Bacillati
75860,1396,Bacillati
75861,1428,Bacillati
75862,1396,Bacillati
75863,1404,Bacillati
75864,155322,Bacillati
75871,290112,Pseudomonadati
75872,2045445,Pseudomonadati
75873,549,Pseudomonadati
75874,2030823,Pseudomonadati
75875,2030825,Pseudomonadati
75876,2030815,Pseudomonadati
75877,1872390,Pseudomonadati
75878,1908224,Pseudomonadati
75879,2030813,Pseudomonadati
75880,1917219,Pseudomonadati
75881,2030823,Pseudomonadati
75882,2030823,Pseudomonadati
75883,1925666,Pseudomonadati
75884,2030823,Pseudomonadati
75885,2024826,Pseudomonadati
75886,2024826,Pseudomonadati
75887,2030817,Pseudomonadati
75888,1965332,Pseudomonadati
75889,1872118,Pseudomonadati
75890,1920245,Pseudomonadati
75891,2030823,Pseudomonadati
75892,2024840,Pseudomonadati
75893,2030823,Pseudomonadati
75894,1872455,Bacillati
75895,1969726,Pseudomonadati
75896,2030823,Pseudomonadati
75897,1925666,Pseudomonadati
75898,239,Pseudomonadati
75899,2024830,Pseudomonadati
75900,2024853,Pseudomonadati
75901,2030823,Pseudomonadati
75902,1898112,Pseudomonadati
75915,1506510,Pseudomonadati
75916,1871177,Pseudomonadati
75917,2047986,Bacillati
75918,1230465,Pseudomonadati
75919,1230465,Pseudomonadati
75920,1230465,Pseudomonadati
75921,2900548,Bacillati
75922,2021391,Pseudomonadati
75923,1872112,Bacillati
75924,1869212,Pseudomonadati
75925,2900548,Bacillati
75926,2026742,Pseudomonadati
75927,2043170,Pseudomonadati
75942,1889778,Pseudomonadati
75944,2030808,Pseudomonadati
75945,2030808,Pseudomonadati
75946,2030808,Pseudomonadati
75947,1948890,Pseudomonadati
75948,1977087,Pseudomonadati
75949,1977087,Pseudomonadati
75950,2044943,Pseudomonadati
75951,2044943,Pseudomonadati
75952,1913989,Pseudomonadati
75953,2044937,Bacteria incertae sedis
75954,2044937,Bacteria incertae sedis
75955,2026749,Pseudomonadati
75956,2044937,Bacteria incertae sedis
75957,1913989,Pseudomonadati
75958,1913989,Pseudomonadati
75959,2044941,Pseudomonadati
75960,2021391,Pseudomonadati
75961,2026735,Pseudomonadati
75962,2044883,unclassified Bacteria
75963,1898207,Bacillati
75964,2044595,Bacteria incertae sedis
75965,1898104,Pseudomonadati
75966,1898104,Pseudomonadati
75967,1898104,Pseudomonadati
75968,1911520,Bacillati
75969,2900548,Bacillati
75970,2026792,Pseudomonadati
75971,56,Pseudomonadati
75972,1948890,Pseudomonadati
75973,1948890,Pseudomonadati
75974,1948890,Pseudomonadati
75975,1977087,Pseudomonadati
75976,1750,Bacillati
75977,207954,Pseudomonadati
75978,1913989,Pseudomonadati
75979,1913989,Pseudomonadati
75980,1913989,Pseudomonadati
75981,2021391,Pseudomonadati
75982,2044591,Pseudomonadati
75983,2044940,Pseudomonadati
75984,2044940,Pseudomonadati
75985,2026735,Pseudomonadati
75986,2026735,Pseudomonadati
75987,2026735,Pseudomonadati
75988,1898207,Bacillati
75989,2044936,Pseudomonadati
75990,1897614,Pseudomonadati
75991,1977903,Bacillati
75992,1977903,Bacillati
75993,1938869,Pseudomonadati
75994,2035198,Pseudomonadati
75995,1914920,Bacillati
76000,2038277,Pseudomonadati
76001,1351840,Bacillati
76005,470,Pseudomonadati
76017,2033588,Pseudomonadati
76019,1974114,Pseudomonadati
76020,1974743,Pseudomonadati
76021,1974756,Pseudomonadati
76022,1974720,Bacteria incertae sedis
76023,1973981,delta/epsilon subdivisions
76024,1974050,Pseudomonadati
76025,1974025,Pseudomonadati
76026,1973928,Pseudomonadati
76027,1975527,Pseudomonadati
76028,1975525,Pseudomonadati
76029,1974047,Pseudomonadati
76030,1974008,Pseudomonadati
76031,1973956,Pseudomonadati
76032,1973920,Pseudomonadati
76033,2014260,Bacteria incertae sedis
76034,1974121,Pseudomonadati
76035,1974109,Pseudomonadati
76036,1974023,Pseudomonadati
76037,1974750,Pseudomonadati
76038,2014322,Bacteria incertae sedis
76039,1974069,Pseudomonadati
76040,1974049,Pseudomonadati
76041,1974048,Pseudomonadati
76042,1974687,Bacteria incertae sedis
76043,1974678,Bacteria incertae sedis
76044,1974634,Bacteria incertae sedis
76045,1974570,Bacteria incertae sedis
76046,2014311,Pseudomonadati
76047,1973976,delta/epsilon subdivisions
76048,1973974,delta/epsilon subdivisions
76049,1973957,delta/epsilon subdivisions
76050,1973901,Pseudomonadati
76051,1973900,Pseudomonadati
76052,1974791,Bacteria incertae sedis
76053,1974785,Bacteria incertae sedis
76054,1974744,Pseudomonadati
76055,1974704,Bacteria incertae sedis
76056,1974709,Bacteria incertae sedis
76057,2014263,Bacteria incertae sedis
76058,1974884,Bacteria incertae sedis
76059,1974707,Bacteria incertae sedis
76060,1975524,Pseudomonadati
76061,2014293,Bacillati
76062,1975524,Pseudomonadati
76063,2014246,Bacteria incertae sedis
76064,2014309,Pseudomonadati
76065,2946699,Pseudomonadati
76066,1196083,Pseudomonadati
76067,1196083,Pseudomonadati
76068,2946699,Pseudomonadati
76069,1196083,Pseudomonadati
76070,1196083,Pseudomonadati
76071,1196083,Pseudomonadati
76072,1196083,Pseudomonadati
76073,1974584,Bacteria incertae sedis
76074,1974584,Bacteria incertae sedis
76075,1974513,Bacteria incertae sedis
76076,1973927,Pseudomonadati
76077,1805029,Pseudomonadati
76078,1974095,Pseudomonadati
76079,1973971,delta/epsilon subdivisions
76080,2014307,Pseudomonadati
76081,1974808,Bacteria incertae sedis
76082,1974017,Pseudomonadati
76083,1974006,Pseudomonadati
76084,1973962,delta/epsilon subdivisions
76085,1974699,Bacteria incertae sedis
76087,1974083,Pseudomonadati
76088,1975567,unclassified Bacteria
76089,1974580,Bacteria incertae sedis
76090,1973967,delta/epsilon subdivisions
76091,1973950,Pseudomonadati
76092,1974092,Pseudomonadati
76093,1974086,Pseudomonadati
76094,2014243,Bacteria incertae sedis
76095,1974046,Pseudomonadati
76096,1974736,Pseudomonadati
76097,1974014,Pseudomonadati
76098,1973990,Pseudomonadati
76099,1974106,Pseudomonadati
76100,1974657,Bacteria incertae sedis
76101,1975530,Pseudomonadati
76102,1975530,Pseudomonadati
76103,1974734,Pseudomonadati
76104,1974684,Bacteria incertae sedis
76105,1974640,Bacteria incertae sedis
76106,2014279,unclassified Bacteria
76107,2014266,Bacteria incertae sedis
76108,1974020,Pseudomonadati
76109,1975522,Pseudomonadati
76110,1974682,Bacteria incertae sedis
76111,1974681,Bacteria incertae sedis
76112,1974470,Bacteria incertae sedis
76113,1973998,Pseudomonadati
76114,1974119,Pseudomonadati
76115,1975033,Bacteria incertae sedis
76116,1974695,Bacteria incertae sedis
76117,1974665,Bacteria incertae sedis
76118,2014269,Bacteria incertae sedis
76119,1974005,Pseudomonadati
76120,1974005,Pseudomonadati
76121,1974004,Pseudomonadati
76122,1973966,delta/epsilon subdivisions
76123,1973899,Pseudomonadati
76124,1973888,Pseudomonadati
76125,1506515,Pseudomonadati
76126,1506515,Pseudomonadati
76127,459,Pseudomonadati
76128,1785,Bacillati
76129,2080765,Pseudomonadati
76133,2026724,Bacillati
76134,2026724,Bacillati
76135,2364211,Bacillati
76136,93064,Pseudomonadati
76137,2032582,Pseudomonadati
76138,2032575,Pseudomonadati
76139,2032576,Pseudomonadati
76145,1250285,Pseudomonadati
76146,1211806,Pseudomonadati
76147,33907,Bacillati
76148,1926610,Bacillati
76149,1926611,Bacillati
76150,1926612,Bacillati
76151,1926612,Bacillati
76152,1926613,Bacillati
76153,1926616,Bacillati
76154,1926622,Bacillati
76155,1926618,Bacillati
76156,41202,Pseudomonadati
76158,1419326,Pseudomonadati
76159,1419325,Pseudomonadati
76160,1435975,Pseudomonadati
76161,2058304,Pseudomonadati
76162,2058315,Pseudomonadati
76163,2025587,Pseudomonadati
76164,2025587,Pseudomonadati
76165,1904755,Pseudomonadati
76172,2056493,Bacillati
76180,1658742,Bacillati
76182,2013855,Pseudomonadati
76183,2013849,Bacillati
76184,2013847,Bacillati
76185,2013846,Bacillati
76186,2013845,Bacillati
76187,2013844,Bacillati
76188,2013837,Pseudomonadati
76189,2013833,Pseudomonadati
76190,2013829,Bacteria incertae sedis
76191,2013832,Pseudomonadati
76192,2013830,Bacteria incertae sedis
76198,2013813,Bacillati
76199,2013813,Bacillati
76200,2013813,Bacillati
76201,2013810,Pseudomonadati
76202,2013808,Pseudomonadati
76203,2013806,Pseudomonadati
76204,2013804,Pseudomonadati
76205,2013803,Pseudomonadati
76206,2013801,Pseudomonadati
76207,2013800,Pseudomonadati
76208,2013799,Pseudomonadati
76209,2013798,Pseudomonadati
76210,2013796,Pseudomonadati
76211,2013793,Pseudomonadati
76212,2013794,Pseudomonadati
76213,2013792,Pseudomonadati
76214,2013790,Bacillati
76215,2013791,Pseudomonadati
76216,2013788,Bacillati
76217,2013787,Bacillati
76218,2013783,Bacillati
76219,2013781,Bacillati
76220,2013779,Bacillati
76221,2013777,Bacillati
76222,2013776,Bacillati
76223,2013776,Bacillati
76224,2013775,Bacillati
76225,2013772,Bacillati
76226,2013773,Bacillati
76227,2013770,Bacillati
76228,2013757,delta/epsilon subdivisions
76229,2013758,delta/epsilon subdivisions
76230,2013756,delta/epsilon subdivisions
76231,2013749,delta/epsilon subdivisions
76232,2013746,delta/epsilon subdivisions
76233,2013744,delta/epsilon subdivisions
76234,2013740,delta/epsilon subdivisions
76235,2013741,delta/epsilon subdivisions
76236,2013741,delta/epsilon subdivisions
76237,2013742,delta/epsilon subdivisions
76238,2013734,Pseudomonadati
76239,2013733,Pseudomonadati
76240,2013731,Bacillati
76241,2013730,Bacillati
76242,2013729,Bacillati
76243,2013726,Bacillati
76244,2013725,Bacillati
76245,2013724,Bacillati
76246,2013722,Bacteria incertae sedis
76247,2013723,Bacillati
76248,2013720,Pseudomonadati
76249,2013721,Pseudomonadati
76250,2013719,Pseudomonadati
76251,2013718,Pseudomonadati
76252,2013718,Pseudomonadati
76253,2013716,Pseudomonadati
76254,2013711,Pseudomonadati
76255,2013709,Pseudomonadati
76256,2013707,Pseudomonadati
76257,2013707,Pseudomonadati
76258,2013708,Pseudomonadati
76259,2013702,Pseudomonadati
76260,2013703,Pseudomonadati
76261,2013700,Pseudomonadati
76262,2013701,Pseudomonadati
76263,2013697,Pseudomonadati
76264,2013698,Pseudomonadati
76265,2013699,Pseudomonadati
76266,2013695,Pseudomonadati
76267,2013694,Pseudomonadati
76268,2013693,Pseudomonadati
76269,2013693,Pseudomonadati
76270,2013688,Pseudomonadati
76271,2013688,Pseudomonadati
76272,2013684,Pseudomonadati
76273,2013685,Pseudomonadati
76274,2013682,Pseudomonadati
76275,2013681,Pseudomonadati
76276,2013678,Pseudomonadati
76277,2013681,Pseudomonadati
76278,2013679,Pseudomonadati
76279,2013680,Pseudomonadati
76280,2013676,Pseudomonadati
76281,2013670,Pseudomonadati
76282,2013667,Pseudomonadati
76283,2013669,Pseudomonadati
76284,2013664,Pseudomonadati
76285,2013663,Pseudomonadati
76286,2013662,Pseudomonadati
76287,2013662,Pseudomonadati
76288,2013660,Pseudomonadati
76289,2013661,Pseudomonadati
76290,2013659,Pseudomonadati
76291,2013658,Pseudomonadati
76292,2013658,Pseudomonadati
76293,2013657,Pseudomonadati
76294,2013655,Pseudomonadati
76295,2013652,Bacillati
76296,2013653,Bacillati
76297,2013651,Bacillati
76298,2013650,Bacillati
76299,2013649,Bacillati
76300,2013645,Bacillati
76301,2013647,Bacillati
76302,744227,Pseudomonadati
76312,60894,Bacillati
76315,1660,Bacillati
76316,573,Pseudomonadati
76319,573,Pseudomonadati
76320,573,Pseudomonadati
76321,573,Pseudomonadati
76322,573,Pseudomonadati
76323,573,Pseudomonadati
76324,573,Pseudomonadati
76325,573,Pseudomonadati
76328,1463165,Pseudomonadati
76329,1134687,Pseudomonadati
76330,573,Pseudomonadati
76331,573,Pseudomonadati
76332,573,Pseudomonadati
76333,573,Pseudomonadati
76334,1134687,Pseudomonadati
76335,573,Pseudomonadati
76336,92488,Pseudomonadati
76337,2054928,Bacillati
76338,2900548,Bacillati
76339,2900548,Bacillati
76340,217090,Bacillati
76341,110321,Pseudomonadati
76342,1427372,Bacillati
76346,2053303,Pseudomonadati
76347,2053303,Pseudomonadati
76348,2053303,Pseudomonadati
76349,2053303,Pseudomonadati
76350,2053303,Pseudomonadati
76351,2053303,Pseudomonadati
76352,2053305,Pseudomonadati
76353,1913988,Pseudomonadati
