,taxid,phylum
74321,37326,Bacillati
74327,28099,Pseudomonadati
74328,33010,Bacillati
74335,1427523,Bacillati
74336,1768196,Bacillati
74337,1768196,Bacillati
74338,1881015,Bacillati
74339,1881015,Bacillati
74340,1880991,Bacillati
74341,1881015,Bacillati
74342,1880991,Bacillati
74346,59561,Bacillati
74347,85698,Pseudomonadati
74358,1774968,Pseudomonadati
74359,62101,Pseudomonadati
74360,1660088,Pseudomonadati
74361,1660088,Pseudomonadati
74362,1660093,Pseudomonadati
74363,1660093,Pseudomonadati
74364,1660099,Pseudomonadati
74365,1660163,Pseudomonadati
74366,1660103,Pseudomonadati
74367,1660103,Pseudomonadati
74368,1660103,Pseudomonadati
74369,1660103,Pseudomonadati
74370,1660105,Pseudomonadati
74371,1660128,Pseudomonadati
74372,1660124,Pseudomonadati
74373,1660124,Pseudomonadati
74374,1660124,Pseudomonadati
74375,1660124,Pseudomonadati
74376,1660125,Pseudomonadati
74377,1660125,Pseudomonadati
74378,1660125,Pseudomonadati
74379,1660140,Pseudomonadati
74380,1660131,Bacillati
74381,1660165,Pseudomonadati
74382,1660131,Bacillati
74383,1660148,Pseudomonadati
74384,1660157,unclassified Bacteria
74385,1660094,Bacillati
74386,1660121,Pseudomonadati
74387,1660121,Pseudomonadati
74388,1660145,Pseudomonadati
74389,1660139,Pseudomonadati
74390,1660134,Pseudomonadati
74391,267869,Bacillati
74397,1868283,Pseudomonadati
74398,1868282,Pseudomonadati
74399,1868281,Pseudomonadati
74400,1868284,Pseudomonadati
74401,1868286,Pseudomonadati
74402,1408204,Pseudomonadati
74403,1891920,Bacillati
74407,237258,Pseudomonadati
74412,1869311,Pseudomonadati
74413,1869306,Pseudomonadati
74414,1869305,Pseudomonadati
74415,1869297,Pseudomonadati
74416,1869308,Pseudomonadati
74417,1869303,Pseudomonadati
74418,518642,Bacillati
74419,1972128,Bacillati
74420,1904462,Pseudomonadati
74421,1781066,Pseudomonadati
74422,573,Pseudomonadati
74423,1405,Bacillati
74424,59201,Pseudomonadati
74425,1739289,Bacillati
74426,1715112,Pseudomonadati
74427,1739540,Bacillati
74428,1739536,Bacillati
74429,1715030,Bacillati
74430,1739485,Bacillati
74431,1739479,Bacillati
74432,1739429,Bacillati
74433,1739411,Pseudomonadati
74434,1739367,Bacillati
74435,1739260,Bacillati
74436,1581050,Bacillati
74437,1581132,Bacillati
74438,1581113,Bacillati
74439,1581088,Bacillati
74440,1797171,Pseudomonadati
74441,1797174,Pseudomonadati
74442,1797180,Pseudomonadati
74443,1797179,Pseudomonadati
74444,1797178,Pseudomonadati
74445,1797190,Pseudomonadati
74446,1797182,Pseudomonadati
74447,1797195,Bacillati
74448,1797205,Bacillati
74449,1797199,Bacillati
74450,1797204,Bacillati
74451,1797198,Bacillati
74452,1797203,Bacillati
74453,1797216,Pseudomonadati
74454,1797220,Pseudomonadati
74455,1797225,Pseudomonadati
74456,1797233,Pseudomonadati
74457,1797289,Bacillati
74458,1797314,Pseudomonadati
74459,1797238,Pseudomonadati
74460,1797314,Pseudomonadati
74461,1797315,Pseudomonadati
74462,1797320,Pseudomonadati
74463,1797319,Pseudomonadati
74464,1797318,Pseudomonadati
74465,1797319,Pseudomonadati
74466,1797318,Pseudomonadati
74467,1797317,Pseudomonadati
74468,1797313,Pseudomonadati
74469,1797331,Pseudomonadati
74470,1797323,Pseudomonadati
74471,1797333,Pseudomonadati
74472,1797334,Pseudomonadati
74473,1797332,Pseudomonadati
74474,1797342,Pseudomonadati
74475,1797344,Pseudomonadati
74476,1797357,Pseudomonadati
74477,1797347,Pseudomonadati
74478,1797348,Pseudomonadati
74479,1797354,Pseudomonadati
74480,1797359,Pseudomonadati
74481,1797356,Pseudomonadati
74482,1797355,Pseudomonadati
74483,1797365,Pseudomonadati
74484,1797364,Pseudomonadati
74485,1797363,Pseudomonadati
74486,1797383,Pseudomonadati
74487,1797361,Pseudomonadati
74488,1797388,Pseudomonadati
74489,1797384,Pseudomonadati
74490,1797391,Pseudomonadati
74491,1797392,Pseudomonadati
74492,1797389,Pseudomonadati
74493,1797396,Pseudomonadati
74494,1797397,Pseudomonadati
74495,1797476,Pseudomonadati
74496,1797402,Pseudomonadati
74497,1797403,Pseudomonadati
74498,1797485,Pseudomonadati
74499,1797479,Pseudomonadati
74500,1797484,Pseudomonadati
74501,1797483,Pseudomonadati
74502,1797482,Pseudomonadati
74503,1797488,Pseudomonadati
74504,1797490,Pseudomonadati
74505,1797486,Pseudomonadati
74506,1797489,Pseudomonadati
74507,1797504,Pseudomonadati
74508,1797495,Pseudomonadati
74509,1797505,Pseudomonadati
74510,1797501,Pseudomonadati
74511,1797549,Pseudomonadati
74512,1797502,Pseudomonadati
74513,1797561,Pseudomonadati
74514,1797566,Pseudomonadati
74515,1797565,Pseudomonadati
74516,1797576,Pseudomonadati
74517,1802564,Bacillati
74518,1801658,Bacteria incertae sedis
74519,1801659,Bacteria incertae sedis
74520,1802570,Bacillati
74521,1802574,Bacillati
74522,1802590,Bacteria incertae sedis
74523,1817814,Bacteria incertae sedis
74524,1802787,Pseudomonadati
74525,1797290,Pseudomonadati
74526,1797270,Bacteria incertae sedis
74527,1797467,Bacteria incertae sedis
74528,1797577,Bacteria incertae sedis
74529,1797578,Bacteria incertae sedis
74530,1817816,Bacteria incertae sedis
74531,1817863,Bacteria incertae sedis
74532,1798474,Bacteria incertae sedis
74533,1798501,Bacteria incertae sedis
74534,1798519,Bacteria incertae sedis
74535,1817772,Pseudomonadati
74536,1817771,Pseudomonadati
74537,1817869,Bacteria incertae sedis
74538,1801606,Bacillati
74539,1801611,Bacillati
74540,1801610,Bacillati
74541,1817756,Pseudomonadati
74542,1817760,Pseudomonadati
74543,1817760,Pseudomonadati
74544,1817764,Pseudomonadati
74545,1817762,Pseudomonadati
74546,1817765,Pseudomonadati
74547,1817755,Pseudomonadati
74548,1801743,Bacteria incertae sedis
74549,1801781,Bacteria incertae sedis
74550,1801917,Bacteria incertae sedis
74551,1817884,Bacteria incertae sedis
74552,1817874,Bacteria incertae sedis
74553,1817877,Bacteria incertae sedis
74554,1817876,Bacteria incertae sedis
74555,1817879,Bacteria incertae sedis
74556,1817878,Bacteria incertae sedis
74557,1817880,Bacteria incertae sedis
74558,1802149,Bacteria incertae sedis
74559,1802150,Bacteria incertae sedis
74560,1802342,Pseudomonadati
74561,1802419,Bacteria incertae sedis
74562,1817813,Bacteria incertae sedis
74563,1802478,Bacteria incertae sedis
74564,1802553,Bacteria incertae sedis
74565,1802679,Bacteria incertae sedis
74566,1802704,Bacteria incertae sedis
74567,1797585,Pseudomonadati
74568,1797584,Pseudomonadati
74569,1797613,Bacillati
74570,1797621,Bacillati
74571,1797623,Bacillati
74572,1797620,Bacillati
74573,1797624,Bacillati
74574,1797627,Bacillati
74575,1797626,Bacillati
74576,1797629,Bacillati
74577,1797631,Bacillati
74578,1797632,Bacillati
74579,1797631,Bacillati
74580,1797635,Bacillati
74581,1797637,Bacillati
74582,1797639,Bacillati
74583,1797641,Bacillati
74584,1797642,Bacillati
74585,1797645,Bacillati
74586,1797643,Bacillati
74587,1797650,Bacillati
74588,1797651,Bacillati
74589,1797654,Bacillati
74590,1797656,Bacillati
74591,1797657,Bacillati
74592,1797658,Bacillati
74593,1797657,Bacillati
74594,1797667,Bacillati
74595,1797665,Bacillati
74596,1797669,Bacillati
74597,1797671,Bacillati
74598,1797670,Bacillati
74599,1797672,Bacillati
74600,1797673,Bacillati
74601,1797676,Pseudomonadati
74602,1797677,Bacillati
74603,1797678,Bacillati
74604,1797679,Bacillati
74605,1797682,Bacillati
74606,1797696,Pseudomonadati
74607,1797683,Bacillati
74608,1797697,Pseudomonadati
74609,1797802,delta/epsilon subdivisions
74610,1797803,delta/epsilon subdivisions
74611,1797805,delta/epsilon subdivisions
74612,1797804,delta/epsilon subdivisions
74613,1797809,delta/epsilon subdivisions
74614,1797808,delta/epsilon subdivisions
74615,1797810,delta/epsilon subdivisions
74616,1797807,delta/epsilon subdivisions
74617,1797814,delta/epsilon subdivisions
74618,1797816,delta/epsilon subdivisions
74619,1797820,delta/epsilon subdivisions
74620,1797823,delta/epsilon subdivisions
74621,1797825,delta/epsilon subdivisions
74622,1797836,delta/epsilon subdivisions
74623,1797831,delta/epsilon subdivisions
74624,1797831,delta/epsilon subdivisions
74625,1797837,delta/epsilon subdivisions
74626,1797832,delta/epsilon subdivisions
74627,1797840,delta/epsilon subdivisions
74628,1797840,delta/epsilon subdivisions
74629,1797835,delta/epsilon subdivisions
74630,1797838,delta/epsilon subdivisions
74631,1797839,delta/epsilon subdivisions
74632,1797851,delta/epsilon subdivisions
74633,1797844,delta/epsilon subdivisions
74634,1797852,delta/epsilon subdivisions
74635,1797856,delta/epsilon subdivisions
74636,1797850,delta/epsilon subdivisions
74637,1797858,delta/epsilon subdivisions
74638,1797862,delta/epsilon subdivisions
74639,1797865,delta/epsilon subdivisions
74640,1797848,delta/epsilon subdivisions
74641,1797867,delta/epsilon subdivisions
74642,1797879,delta/epsilon subdivisions
74643,1797873,delta/epsilon subdivisions
74644,1797880,delta/epsilon subdivisions
74645,1797882,delta/epsilon subdivisions
74646,1797885,delta/epsilon subdivisions
74647,1797893,delta/epsilon subdivisions
74648,1797894,delta/epsilon subdivisions
74649,1797901,delta/epsilon subdivisions
74650,1797896,delta/epsilon subdivisions
74651,1797898,delta/epsilon subdivisions
74652,1797902,delta/epsilon subdivisions
74653,1797908,Pseudomonadati
74654,1797910,Pseudomonadati
74655,1797911,Pseudomonadati
74656,1797911,Pseudomonadati
74657,1797917,Pseudomonadati
74658,1797909,Pseudomonadati
74659,1797916,Pseudomonadati
74660,1797915,Pseudomonadati
74661,1797926,Pseudomonadati
74662,1797924,Pseudomonadati
74663,1797920,Pseudomonadati
74664,1797927,Pseudomonadati
74665,1797937,Pseudomonadati
74666,1797941,Pseudomonadati
74667,1797948,Pseudomonadati
74668,1797953,Pseudomonadati
74669,1797960,Pseudomonadati
74670,1797969,Pseudomonadati
74671,1797968,Pseudomonadati
74672,1797972,Pseudomonadati
74673,1797970,Pseudomonadati
74674,1797975,Pseudomonadati
74675,1798010,Bacillati
74676,1798243,Pseudomonadati
74677,1798246,Pseudomonadati
74678,1798015,Pseudomonadati
74679,1798016,Pseudomonadati
74680,1798244,Pseudomonadati
74681,1798245,Pseudomonadati
74682,1798247,Pseudomonadati
74683,1798251,Pseudomonadati
74684,1798255,Pseudomonadati
74685,1798262,Pseudomonadati
74686,1798251,Pseudomonadati
74687,1798266,Pseudomonadati
74688,1798271,Pseudomonadati
74689,1798268,Pseudomonadati
74690,1798260,Pseudomonadati
74691,1798274,Pseudomonadati
74692,1798265,Pseudomonadati
74693,1798276,Pseudomonadati
74694,1798279,Pseudomonadati
74695,1798275,Pseudomonadati
74696,1798275,Pseudomonadati
74697,1798277,Pseudomonadati
74698,1798281,Pseudomonadati
74699,1798278,Pseudomonadati
74700,1798283,Pseudomonadati
74701,1798286,Pseudomonadati
74702,1798285,Pseudomonadati
74703,1798290,Pseudomonadati
74704,1798287,Pseudomonadati
74705,1798292,Pseudomonadati
74706,1798293,Pseudomonadati
74707,1798299,Pseudomonadati
74708,1798301,Pseudomonadati
74709,1798298,Pseudomonadati
74710,1798300,Pseudomonadati
74711,1798296,Pseudomonadati
74712,1798297,Pseudomonadati
74713,1798305,Pseudomonadati
74714,1798306,Pseudomonadati
74715,1798307,Pseudomonadati
74716,1798314,Pseudomonadati
74717,46610,Pseudomonadati
74718,1798417,Pseudomonadati
74719,1798313,Pseudomonadati
74720,1798316,Pseudomonadati
74721,1798420,Pseudomonadati
74722,1798419,Pseudomonadati
74723,1798429,Pseudomonadati
74724,1798432,Pseudomonadati
74725,1798430,Pseudomonadati
74726,1798428,Pseudomonadati
74727,1798436,Pseudomonadati
74728,1798437,Pseudomonadati
74729,1798433,Pseudomonadati
74730,1798442,Pseudomonadati
74731,1798570,Pseudomonadati
74732,1798570,Pseudomonadati
74733,1798568,Pseudomonadati
74734,1798569,Pseudomonadati
74735,1801614,Pseudomonadati
74736,1801615,Pseudomonadati
74737,1801680,Pseudomonadati
74738,1801687,Pseudomonadati
74739,1801722,Pseudomonadati
74740,1801693,Pseudomonadati
74741,1801691,Pseudomonadati
74742,1801688,Pseudomonadati
74743,1801702,Pseudomonadati
74744,1801696,Pseudomonadati
74745,1801698,Pseudomonadati
74746,1801703,Pseudomonadati
74747,1801704,Pseudomonadati
74748,1801709,Pseudomonadati
74749,1801710,Pseudomonadati
74750,1801714,Pseudomonadati
74751,1801707,Pseudomonadati
74752,1801712,Pseudomonadati
74753,1801708,Pseudomonadati
74754,1801715,Pseudomonadati
74755,1801718,Pseudomonadati
74756,1801839,Pseudomonadati
74757,1801840,Pseudomonadati
74758,1801842,Pseudomonadati
74759,1801849,Pseudomonadati
74760,1801848,Pseudomonadati
74761,1801851,Pseudomonadati
74762,1801860,Pseudomonadati
74763,1801861,Pseudomonadati
74764,1801870,Pseudomonadati
74765,1801871,Pseudomonadati
74766,1798402,Bacteria incertae sedis
74767,1798644,Bacteria incertae sedis
74768,1798654,Bacteria incertae sedis
74769,1801661,Bacteria incertae sedis
74770,1801671,Bacteria incertae sedis
74771,1801673,Bacteria incertae sedis
74772,1801677,Bacteria incertae sedis
74773,1801997,Bacteria incertae sedis
74774,1802112,Bacteria incertae sedis
74775,1802126,Bacteria incertae sedis
74776,1802158,Bacteria incertae sedis
74777,1802157,Bacteria incertae sedis
74778,1802163,Bacteria incertae sedis
74779,1802164,Bacteria incertae sedis
74780,1802199,Bacteria incertae sedis
74781,1802206,Bacteria incertae sedis
74782,1802207,Bacteria incertae sedis
74783,1802211,Bacteria incertae sedis
74784,1802214,Bacteria incertae sedis
74785,1802223,Bacteria incertae sedis
74786,1802237,Bacteria incertae sedis
74787,1802296,Bacteria incertae sedis
74788,1802302,Bacteria incertae sedis
74789,1802333,Bacteria incertae sedis
74790,1802443,Bacteria incertae sedis
74791,1802447,Bacteria incertae sedis
74792,1802448,Bacteria incertae sedis
74793,1802453,Bacteria incertae sedis
74794,1802460,Bacteria incertae sedis
74795,1802461,Bacteria incertae sedis
74796,1802729,Bacteria incertae sedis
74797,1802727,Bacteria incertae sedis
74798,1802737,Bacteria incertae sedis
74799,1801896,Pseudomonadati
74800,1801945,Pseudomonadati
74801,1801945,Pseudomonadati
74802,1801948,Pseudomonadati
74803,1801950,Pseudomonadati
74804,1801962,Pseudomonadati
74805,1801967,Pseudomonadati
74806,1801965,Pseudomonadati
74807,1801969,Pseudomonadati
74808,1801968,Pseudomonadati
74809,1801971,Pseudomonadati
74810,1801973,Pseudomonadati
74811,1801946,Pseudomonadati
74812,1801987,Pseudomonadati
74813,1802009,Pseudomonadati
74814,1802005,Pseudomonadati
74815,1802012,Pseudomonadati
74816,1802012,Pseudomonadati
74817,1062,Pseudomonadati
74818,1802016,Pseudomonadati
74819,1802021,Pseudomonadati
74820,1802019,Pseudomonadati
74821,1802168,Pseudomonadati
74822,1802171,Pseudomonadati
74823,1802170,Pseudomonadati
74824,1802171,Pseudomonadati
74825,1802175,Pseudomonadati
74826,1802184,Pseudomonadati
74827,1802195,Pseudomonadati
74828,1802291,Pseudomonadati
74829,1802289,Pseudomonadati
74830,1802345,Bacillati
74831,1802346,Bacillati
74832,1802372,Pseudomonadati
74833,1802374,Pseudomonadati
74834,1802373,Pseudomonadati
74835,1802431,Pseudomonadati
74836,1802656,Pseudomonadati
74837,1802655,Pseudomonadati
74838,1802655,Pseudomonadati
74839,1715135,Bacillati
74840,1715215,Bacillati
74841,1715096,Bacillati
74842,1739406,Bacillati
74843,1739257,Pseudomonadati
74844,653954,Pseudomonadati
74845,1578165,Bacillati
74846,948102,Bacillati
74848,1844,Bacillati
74849,33010,Bacillati
74850,1805088,Pseudomonadati
74851,1805130,Pseudomonadati
74852,1817894,Bacteria incertae sedis
74853,1805133,Pseudomonadati
74854,1805238,Bacteria incertae sedis
74855,1805281,Bacteria incertae sedis
74856,1805284,Pseudomonadati
74857,1805288,Pseudomonadati
74858,1805290,Pseudomonadati
74859,1805301,Bacteria incertae sedis
74860,1805304,Bacteria incertae sedis
74861,1805333,Pseudomonadati
74862,1805421,Pseudomonadati
74863,1805240,Pseudomonadati
74864,1805427,Pseudomonadati
74865,1805428,Pseudomonadati
74866,1805286,Pseudomonadati
74867,1805005,Bacillati
74868,1805033,Pseudomonadati
74869,1805032,Pseudomonadati
74870,1805050,Pseudomonadati
74871,1805090,Pseudomonadati
74872,1805400,unclassified Bacteria
74873,1805401,unclassified Bacteria
74874,1805125,delta/epsilon subdivisions
74875,1805126,delta/epsilon subdivisions
74876,1805129,Pseudomonadati
74877,1805211,Bacteria incertae sedis
74878,1805278,Pseudomonadati
74879,1805291,Bacillati
74880,1805292,Bacillati
74881,1805291,Bacillati
74882,1805029,Pseudomonadati
74883,1805314,Bacteria incertae sedis
74884,1805379,Pseudomonadati
74885,1805377,Pseudomonadati
74886,1805378,Pseudomonadati
74887,1805429,Pseudomonadati
74888,1805430,Pseudomonadati
74889,1805337,Pseudomonadati
74890,1860085,Pseudomonadati
74891,1860095,Pseudomonadati
74892,1860090,Pseudomonadati
74893,1860094,Pseudomonadati
74894,1860093,Pseudomonadati
74900,246432,Bacillati
74910,2026189,Bacillati
74911,1908540,Pseudomonadati
74912,1908540,Pseudomonadati
74913,160453,Bacillati
74914,160454,Bacillati
74915,71452,Bacillati
74916,361,Pseudomonadati
74917,1905359,Pseudomonadati
74918,1905359,Pseudomonadati
74922,1496,Bacillati
74923,1895820,Pseudomonadati
74924,1895820,Pseudomonadati
74925,1895737,Pseudomonadati
74926,1895737,Pseudomonadati
74927,1895725,Pseudomonadati
74928,1895780,Pseudomonadati
74929,1895719,Pseudomonadati
74930,1895922,Pseudomonadati
74931,1895718,Pseudomonadati
74932,1895707,Pseudomonadati
74933,1895923,Pseudomonadati
74934,1895746,Bacillati
74935,1895807,Pseudomonadati
74936,1895860,Pseudomonadati
74937,1895706,Pseudomonadati
74938,1895716,Pseudomonadati
74939,1895846,Pseudomonadati
74940,1895925,Pseudomonadati
74941,1895735,Pseudomonadati
74942,1895751,Pseudomonadati
74943,1895903,Pseudomonadati
74944,1895795,Pseudomonadati
74945,1895795,Pseudomonadati
74946,1895845,Pseudomonadati
74947,1895862,Pseudomonadati
74950,1137096,Bacillati
74951,1137096,Bacillati
74952,1137096,Bacillati
74953,1718951,Bacillati
74954,1703930,Bacillati
74955,1921764,Bacillati
74956,1921764,Bacillati
74958,1718,Bacillati
74959,1920419,Pseudomonadati
74960,1896968,Pseudomonadati
74961,1897041,Pseudomonadati
74962,1896975,Pseudomonadati
74963,1896973,Pseudomonadati
74964,1897014,Pseudomonadati
74965,1897039,Pseudomonadati
74966,1897039,Pseudomonadati
74967,45851,Bacillati
74968,1897010,Pseudomonadati
74969,1897044,Bacillati
74970,1262800,Bacillati
74971,1897042,Bacillati
74972,1896978,Bacillati
74973,1896979,Bacillati
74974,1506,Bacillati
74975,1896997,Bacillati
74976,1262856,Bacillati
74977,1896999,Bacillati
74978,1896999,Bacillati
74979,853,Bacillati
74980,1897029,Bacillati
74981,853,Bacillati
74982,1897027,Bacillati
74983,1897035,Bacillati
74984,1897030,Bacillati
74985,1897036,Bacillati
74986,1897036,Bacillati
74987,1262940,Bacillati
74988,1897008,Bacillati
74989,1805207,Pseudomonadati
74990,1805166,Pseudomonadati
74991,1805206,Pseudomonadati
74992,1803470,Pseudomonadati
74993,1803466,Pseudomonadati
74994,1803463,Pseudomonadati
74995,1805225,Bacillati
74996,1805202,Pseudomonadati
74997,1805203,Pseudomonadati
74998,1803507,Pseudomonadati
74999,1805197,Pseudomonadati
75000,1805199,Pseudomonadati
75001,1805195,Pseudomonadati
75002,1805084,Bacillati
75003,1805079,Bacillati
75004,1803458,Pseudomonadati
75005,1805058,Bacillati
75006,1805230,Bacillati
75007,1805193,Pseudomonadati
75008,1805172,Pseudomonadati
75009,1803453,Pseudomonadati
75010,1805117,delta/epsilon subdivisions
75011,1803453,Pseudomonadati
75012,1805073,Bacillati
75013,1803424,Pseudomonadati
75014,1805183,Pseudomonadati
75015,1805024,Bacillati
75016,1805024,Bacillati
75017,1805219,Pseudomonadati
75018,1803427,Pseudomonadati
75019,1803438,Pseudomonadati
75020,1805040,Pseudomonadati
75021,1803477,Bacillati
75022,1803477,Bacillati
75023,1805055,Bacillati
75024,1803475,Bacillati
75025,1885028,Bacillati
75026,1885572,Bacillati
75028,79885,Bacillati
75029,1408,Bacillati
75038,287,Pseudomonadati
75039,1904968,Bacillati
75040,1904965,Bacillati
75041,1517936,Bacillati
75042,1517899,Bacillati
75043,1904969,Bacillati
75044,1517881,Bacillati
75045,1395104,Pseudomonadati
75047,44252,Bacillati
75048,1906324,Bacillati
75049,1428,Bacillati
75077,1678130,Bacillati
75078,562,Pseudomonadati
75079,1396,Bacillati
75080,1396,Bacillati
75085,1710701,Bacillati
75086,1712377,Bacillati
75087,1712379,Bacillati
75088,1712378,Bacillati
75089,556287,Pseudomonadati
75090,1118230,Pseudomonadati
75095,1764960,Bacillati
75096,1884657,Bacillati
75097,1773,Bacillati
75100,1829,Bacillati
75101,1829,Bacillati
75102,169679,Bacillati
75105,1955422,Pseudomonadati
75106,1764963,Bacillati
75107,1764962,Bacillati
75108,1934255,Pseudomonadati
75109,1004156,Pseudomonadati
75111,1943582,Bacillati
75112,2340,Pseudomonadati
75113,1396,Bacillati
75114,1396,Bacillati
75117,159449,Bacillati
75118,1662404,Bacillati
75123,1775671,delta/epsilon subdivisions
75124,1775675,Bacillati
75125,1775672,delta/epsilon subdivisions
75126,1775673,delta/epsilon subdivisions
75127,1936077,Bacteria incertae sedis
75128,1940691,Pseudomonadati
75129,1956166,Pseudomonadati
75130,1956174,Pseudomonadati
75131,1956175,Pseudomonadati
75132,1956169,Pseudomonadati
75133,1956168,Pseudomonadati
75134,1956167,Pseudomonadati
75141,1811693,Bacillati
75142,1811700,Pseudomonadati
75143,1811716,Pseudomonadati
75144,1811701,Pseudomonadati
75145,1811710,Pseudomonadati
75146,1823758,Pseudomonadati
75153,1811715,Pseudomonadati
75154,1811697,Pseudomonadati
75155,1811718,Pseudomonadati
75156,1852897,Bacillati
75157,1852872,delta/epsilon subdivisions
75159,1852870,delta/epsilon subdivisions
75160,1852895,Bacillati
75161,1866932,unclassified Bacteria
75162,1852892,Bacillati
75163,1852814,Pseudomonadati
75164,1866928,unclassified Bacteria
75165,1852890,Bacillati
75166,1852889,Bacillati
75167,1866927,unclassified Bacteria
75168,1852860,Bacillati
75169,1852821,Pseudomonadati
75170,1852787,Pseudomonadati
75171,1852912,Pseudomonadati
75172,1852859,Bacillati
75173,1852811,Pseudomonadati
75174,1852888,Bacillati
75176,1852898,Pseudomonadati
75177,1852940,Bacteria incertae sedis
75178,1852886,Bacillati
75179,1866936,unclassified Bacteria
75180,1852920,Bacillati
75181,1852906,Pseudomonadati
75182,1852858,Bacillati
75183,1852939,Bacteria incertae sedis
75184,1852885,Bacillati
75185,1852869,delta/epsilon subdivisions
75186,1852884,Bacillati
75187,1852857,Bacillati
75188,1852808,Pseudomonadati
75190,1852883,Bacillati
75191,1852831,Bacteria incertae sedis
75192,1852919,Bacillati
75193,1852806,Pseudomonadati
75194,1852827,Bacteria incertae sedis
75195,1852903,Pseudomonadati
75196,1852928,Pseudomonadati
75197,1852837,Pseudomonadati
75198,1852908,Pseudomonadati
75199,1852881,Bacillati
75200,1852836,Pseudomonadati
75201,1852835,Pseudomonadati
75202,1852918,Bacillati
75203,1852800,Pseudomonadati
75204,1852799,Pseudomonadati
75205,1852786,Pseudomonadati
75206,1852798,Pseudomonadati
75207,1852851,Pseudomonadati
75208,1852917,Bacillati
75209,1852917,Bacillati
75224,1964541,Pseudomonadati
75225,1396,Bacillati
75246,1449981,Pseudomonadati
75247,1827376,Pseudomonadati
75248,1827376,Pseudomonadati
75249,1827378,Pseudomonadati
75250,1827381,Pseudomonadati
75251,1827383,Pseudomonadati
75252,1827384,Pseudomonadati
75253,1827385,Pseudomonadati
75254,1827386,Pseudomonadati
75255,1978760,Pseudomonadati
75256,1978759,Pseudomonadati
75257,192843,Pseudomonadati
75258,192843,Pseudomonadati
75259,1934247,Pseudomonadati
75260,1934251,Pseudomonadati
75261,1934248,Pseudomonadati
75262,1934248,Pseudomonadati
75263,1934248,Pseudomonadati
75264,2548426,Pseudomonadati
75265,1940822,Pseudomonadati
75266,2548426,Pseudomonadati
75267,1968529,Bacteria incertae sedis
75268,1968525,Pseudomonadati
75269,1968528,Pseudomonadati
75270,1968524,Thermotogati
75271,1968523,Pseudomonadati
75272,1970199,Pseudomonadati
75273,1970199,Pseudomonadati
75274,1970779,Pseudomonadati
75275,1970784,Pseudomonadati
75276,1869227,unclassified Bacteria
75277,1970772,Pseudomonadati
75278,1971637,Pseudomonadati
75279,1971633,Pseudomonadati
75280,1971629,Pseudomonadati
75281,1971620,Pseudomonadati
75282,1971640,Fusobacteriati
75283,1971623,Bacillati
75284,1971627,Pseudomonadati
75285,1971624,Bacillati
75286,1971624,Bacillati
75287,1971623,Bacillati
75288,1972458,Pseudomonadati
75289,1972456,Pseudomonadati
75290,1972456,Pseudomonadati
75291,1972460,Bacillati
75292,1972445,Pseudomonadati
75293,1972449,Pseudomonadati
75294,1972449,Pseudomonadati
75295,1961111,Bacillati
75302,1280,Bacillati
75303,1840537,Pseudomonadati
75304,1840472,Pseudomonadati
75305,1840472,Pseudomonadati
75306,1284675,Pseudomonadati
75358,1351,Bacillati
75359,1351,Bacillati
75360,656399,Pseudomonadati
75361,656410,Pseudomonadati
75362,1933035,Pseudomonadati
75363,1229726,Pseudomonadati
75368,1405,Bacillati
75369,573,Pseudomonadati
75370,2074,Bacillati
75371,1985173,Pseudomonadati
75372,1985174,Pseudomonadati
75385,573,Pseudomonadati
75386,1392,Bacillati
75387,79672,Bacillati
75388,1204385,Bacillati
75389,1934309,Bacillati
75390,1934309,Bacillati
75393,1932668,Bacillati
75394,1932668,Bacillati
75395,1945637,Bacillati
75396,107327,Pseudomonadati
75400,230954,Bacillati
75401,1861638,Bacillati
75402,1861639,Bacillati
75403,1965660,Bacillati
75404,1856279,Pseudomonadati
75405,1856285,Pseudomonadati
75406,1856283,Pseudomonadati
75407,28229,Pseudomonadati
75408,1856291,Pseudomonadati
75409,97084,Pseudomonadati
75410,1856290,Pseudomonadati
75411,1856297,Pseudomonadati
75412,1856298,unclassified Bacteria
75413,1856299,Pseudomonadati
75414,188908,Pseudomonadati
75417,1986609,Pseudomonadati
75418,1986614,Pseudomonadati
75419,1986833,Pseudomonadati
75420,1986722,Pseudomonadati
75421,1986596,Bacillati
75422,1986607,Pseudomonadati
75423,1986668,Pseudomonadati
75424,1986265,Pseudomonadati
75425,1986790,Pseudomonadati
75426,1986717,Pseudomonadati
75427,1986791,Pseudomonadati
75428,1986842,Pseudomonadati
75429,1986792,Pseudomonadati
75430,1986718,Pseudomonadati
75431,1986601,Pseudomonadati
75432,1986793,Pseudomonadati
75433,1986642,Pseudomonadati
75434,1986766,Pseudomonadati
75435,1986784,unclassified Bacteria
75436,1986624,Bacillati
75437,1986666,Pseudomonadati
75438,1986859,Pseudomonadati
75439,1986701,Pseudomonadati
75440,1986701,Pseudomonadati
75441,1986662,Pseudomonadati
75442,1986799,Pseudomonadati
75443,1986721,Pseudomonadati
75444,1986616,Bacillati
75445,1986667,Pseudomonadati
75446,1986738,Pseudomonadati
75447,1986794,Pseudomonadati
75448,1986594,Bacillati
75449,1986632,Pseudomonadati
75450,1986779,unclassified Bacteria
75451,1986248,Pseudomonadati
75452,1986812,Pseudomonadati
75453,1986711,Pseudomonadati
75454,1986780,unclassified Bacteria
75455,1986746,Pseudomonadati
